CustomerID,Total_Revenue,Average_Order_Value,Total_Orders,Total_Products,Total_Items,Active_days
15267,1717.36,156.12363636363636,5,8,944,160
15269,408.8,204.4,1,2,26,0
15270,2379.49,58.03634146341463,7,22,1521,294
15271,2493.34,9.444469696969698,15,185,1251,358
15272,721.94,11.45936507936508,2,63,310,28
15274,716.57,15.246170212765959,2,44,619,14
15275,615.14,15.003414634146342,1,41,498,0
15276,128.63,2.6251020408163264,1,49,61,0
15277,255.89999999999998,21.325,1,12,205,0
15279,290.51,15.29,1,19,189,0
15280,113.12,7.07,1,16,154,0
15281,2332.15,16.778057553956835,9,121,1211,274
15286,240.55,80.18333333333334,1,3,55,0
15287,486.69,24.3345,2,17,433,48
15288,2306.52,26.210454545454546,5,80,775,322
15289,939.78,16.20310344827586,3,43,1008,220
15290,7943.22,38.93735294117647,18,94,4501,354
15291,4668.3,45.32330097087379,15,62,2103,348
15292,178.39,7.432916666666666,1,23,55,0
15296,3672.86,18.932268041237116,6,139,1766,275
15297,641.94,16.46,3,30,292,53
15298,4799.9,24.999479166666664,12,118,3116,364
15299,4507.01,643.8585714285715,7,7,2948,304
15300,496.44,17.73,1,28,292,0
15301,5049.95,20.867561983471074,12,167,2751,317
15303,574.02,18.516774193548386,1,31,248,0
15304,694.4,30.191304347826087,8,8,104,307
15306,1174.35,20.247413793103448,3,57,810,83
15307,205.3,17.108333333333334,1,12,37,0
15308,310.47,16.340526315789475,1,19,175,0
15311,60632.75,25.626690617075234,91,576,38147,373
15312,924.85,19.677659574468084,4,42,516,279
15313,52.0,52.0,1,1,25,0
15314,327.96999999999997,13.665416666666665,1,24,313,0
15315,570.5,15.41891891891892,2,35,862,51
15316,165.0,165.0,1,1,100,0
15318,312.62,9.473333333333333,1,33,642,0
15319,204.5,12.78125,1,16,175,0
15320,267.13,7.420277777777778,1,36,326,0
15321,2748.31,28.92957894736842,3,84,1181,220
15322,679.68,16.18285714285714,1,42,416,0
15325,161.74,3.3695833333333334,1,47,231,0
15326,311.71,10.748620689655171,1,29,386,0
15327,208.75,20.875,1,10,116,0
15329,1049.7,18.41578947368421,3,52,486,132
15330,714.9599999999999,54.99692307692307,2,10,1312,28
15332,1661.06,47.45885714285714,4,29,652,3
15333,1028.56,64.285,1,16,344,0
15334,350.82,3.579795918367347,3,67,273,16
15335,170.22,4.863428571428571,1,34,79,0
15339,574.07,6.675232558139536,2,77,416,251
15341,2020.52,118.85411764705883,1,17,812,0
15342,406.09,16.920416666666664,1,24,283,0
15343,364.5,17.357142857142858,1,21,84,0
15344,563.94,21.69,3,21,116,73
15345,393.54,19.677,1,20,81,0
15346,252.42000000000002,14.848235294117648,1,17,144,0
15347,201.60000000000002,40.32000000000001,1,5,130,0
15348,158.04,17.56,1,9,84,0
15349,463.91,6.533943661971831,2,66,321,29
15350,115.65,23.130000000000003,1,5,51,0
15351,1934.66,8.83406392694064,7,160,742,357
15353,770.12,12.624918032786885,2,59,341,113
15355,277.05,19.789285714285715,2,9,45,23
15356,2718.03,5.446953907815631,10,217,1643,336
15358,8347.2,15.149183303085302,22,302,7050,360
15360,427.93,32.917692307692306,1,13,223,0
15361,418.92,59.84571428571429,1,7,336,0
15363,326.0,20.375,1,16,144,0
15364,913.19,31.489310344827587,2,29,493,158
15365,2314.32,20.301052631578948,7,65,1084,289
15366,602.51,13.69340909090909,2,37,621,282
15367,1877.59,19.764105263157894,4,91,1057,218
15368,446.94000000000005,111.73500000000001,1,4,230,0
15370,2386.05,25.383510638297874,7,65,830,291
15372,2007.4,74.34814814814816,1,27,2924,0
15373,2415.91,18.302348484848483,12,75,500,363
15374,168.0,56.0,1,3,126,0
15376,1221.56,10.530689655172413,3,100,615,182
15379,3703.29,19.089123711340207,7,146,2305,189
15380,1690.26,46.95166666666667,5,22,376,356
15381,596.85,74.60625,2,8,171,54
15382,5955.71,19.7208940397351,6,200,4012,280
15384,642.41,15.668536585365853,2,34,596,189
15385,316.88,26.406666666666666,1,12,161,0
15386,394.14,12.714193548387096,1,31,446,0
15388,140.54,14.053999999999998,1,10,88,0
15389,500.0,500.0,1,1,400,0
15392,1535.53,18.280119047619046,4,74,1277,355
15393,231.86,19.32166666666667,2,10,150,264
15394,2183.54,25.68870588235294,4,56,910,348
15395,107.45,15.35,1,7,17,0
15396,288.18,20.584285714285716,1,14,122,0
15397,94.0,15.666666666666666,1,6,20,0
15398,1345.53,18.43191780821918,2,60,769,62
15399,815.77,16.3154,3,45,611,77
15400,716.2,59.68333333333334,5,10,390,186
15402,626.77,14.923095238095238,2,35,694,47
15405,349.1,43.6375,1,8,193,0
15406,510.71000000000004,9.636037735849058,2,51,254,269
15407,1046.74,7.072567567567567,4,142,552,271
15408,267.18,7.858235294117647,1,34,106,0
15410,3450.84,28.285573770491805,8,48,1200,177
15411,1348.93,13.764591836734695,4,86,529,156
15412,190.53,19.053,1,10,108,0
15414,774.9,19.869230769230768,3,37,443,232
15415,559.61,11.906595744680851,1,46,551,0
15416,3984.32,20.75166666666667,4,165,2090,218
15417,508.8,18.17142857142857,1,28,284,0
15419,135.86,16.9825,1,8,230,0
15421,950.36,17.93132075471698,4,42,500,251
15422,97.7,16.283333333333335,2,6,38,0
15423,43.5,21.75,1,2,101,0
15424,383.34,22.54941176470588,2,17,554,0
15426,1404.07,5.105709090909091,5,219,656,350
15427,1430.54,4.899109589041096,3,233,967,13
15428,93.78,15.63,1,6,102,0
15429,397.35,4.845731707317073,2,77,380,48
15432,171.19000000000003,17.119000000000003,1,10,65,0
15433,533.3,13.00731707317073,2,40,534,53
15434,1041.48,18.936,5,40,647,191
15435,149.29,5.147931034482759,1,29,54,0
15436,1067.75,3.6692439862542954,3,244,574,221
15437,200.16,4.4479999999999995,1,44,79,0
15438,156.57999999999998,6.263199999999999,1,25,59,0
15440,383.68,6.188387096774194,3,50,197,154
15442,594.0,297.0,1,2,120,0
15443,3213.59,8.638682795698925,7,238,1639,318
15444,1411.21,6.594439252336449,2,191,759,31
15445,113.5,22.7,1,5,58,0
15447,155.17,17.24111111111111,1,9,85,0
15448,494.64,17.665714285714284,1,28,232,0
15449,974.52,16.242,3,47,812,235
15450,429.84,14.328,1,30,376,0
15452,528.48,9.437142857142858,3,46,280,234
15453,1371.77,4.91673835125448,7,170,837,185
15454,179.1,7.164,1,23,86,0
15456,434.59,7.492931034482758,3,48,633,75
15457,237.07,4.087413793103448,1,56,132,0
15458,161.64,23.09142857142857,1,7,156,0
15460,214.26,3.8260714285714283,1,53,107,0
15462,234.6,21.327272727272728,3,9,172,92
15463,126.14,18.02,1,7,106,0
15464,1044.65,6.739677419354839,1,154,348,0
15465,7354.62,75.82082474226804,18,43,1257,349
15466,334.53,5.868947368421052,1,56,246,0
15467,524.88,10.093846153846155,3,41,310,142
15468,467.51,19.479583333333334,2,24,155,0
15469,538.55,22.43958333333333,2,24,153,69
15471,454.48,6.225753424657534,1,67,256,0
15472,371.56,4.888947368421053,1,76,251,0
15473,1771.2,161.01818181818183,7,4,672,46
15475,454.11,15.65896551724138,1,29,319,0
15478,1399.92,31.816363636363636,2,34,575,16
15480,905.5,20.122222222222224,1,45,303,0
15482,10879.76,112.16247422680412,12,47,5004,343
15483,225.26,2.6816666666666666,4,74,291,105
15484,3590.41,19.200053475935828,4,135,3150,77
15485,2564.5,30.17058823529412,3,59,1281,343
15488,91.32000000000001,45.660000000000004,1,2,73,0
15489,1134.28,22.6856,3,47,608,188
15491,3100.09,20.130454545454548,6,109,1646,140
15492,659.4599999999999,18.841714285714282,2,32,483,46
15493,1953.41,6.7592041522491355,5,176,551,238
15494,1280.58,10.49655737704918,2,120,1139,99
15497,1262.2,84.14666666666668,2,14,624,302
15498,13316.4,26.00859375,27,363,6105,364
15500,1131.56,16.640588235294118,4,64,572,73
15502,10384.93,48.75553990610329,12,167,4236,353
15503,141.04,2.1369696969696967,1,66,70,0
15504,52.83,4.063846153846153,1,13,33,0
15505,3610.96,37.22639175257732,5,90,2390,102
15506,972.08,6.03776397515528,3,121,842,116
15507,475.86,10.574666666666667,1,41,160,0
15508,1000.27,10.8725,6,78,440,46
15510,250.0,250.0,1,1,2,0
15511,900.53,5.699556962025317,5,117,269,73
15512,121.0,17.285714285714285,2,7,68,203
15513,14758.22,47.9162987012987,19,190,5709,340
15514,4023.7200000000003,24.239277108433736,11,96,2098,352
15516,62.43,4.162,3,15,27,1
15517,267.03,9.889999999999999,1,27,293,0
15518,1921.55,9.150238095238095,8,137,1263,268
15520,343.5,19.083333333333332,1,18,314,0
15521,3000.2,16.217297297297296,8,119,1836,214
15522,397.99,7.106964285714286,2,47,572,54
15523,412.01000000000005,41.20100000000001,1,10,132,0
15524,440.0,440.0,1,1,4,0
15525,734.37,4.7075000000000005,3,133,387,371
15526,148.44,37.11,2,4,24,0
15527,2428.53,14.990925925925927,8,129,991,335
15528,229.33,8.820384615384615,1,26,123,0
15529,3962.6,5.985800604229607,11,423,3455,343
15530,1497.31,13.993551401869158,4,91,938,225
15531,1972.39,9.00634703196347,2,196,1085,22
15532,1564.73,6.23398406374502,4,208,515,332
15533,807.57,9.729759036144578,3,73,289,69
15535,502.9,6.984722222222222,4,55,135,154
15537,110.92,4.621666666666667,1,24,29,0
15539,538.46,13.133170731707319,1,41,410,0
15540,213.3,14.22,1,15,200,0
15541,85.13000000000001,2.9355172413793107,1,29,49,0
15543,127.86,4.566428571428571,1,26,86,0
15544,3546.71,13.693861003861004,9,127,3109,363
15545,288.96999999999997,3.612125,2,78,162,316
15547,4910.6,7.065611510791367,14,441,3999,354
15549,1681.46,14.749649122807018,3,104,694,239
15550,575.63,9.43655737704918,4,44,295,297
15551,436.06,15.036551724137931,1,29,218,0
15552,90.12,5.301176470588236,1,17,60,0
15553,428.93,7.798727272727273,1,51,449,0
15554,217.2,15.514285714285714,1,14,74,0
15555,4794.86,5.4057046223224345,16,406,4427,357
15556,279.77,9.024838709677418,1,31,236,0
15557,468.91,24.679473684210528,1,16,213,0
15561,800.5899999999999,29.65148148148148,4,27,267,203
15562,134.55,134.55,1,1,39,0
15563,1400.44,12.393274336283186,4,88,1501,336
15565,173.16000000000003,21.645000000000003,2,8,60,20
15567,186.01,26.572857142857142,1,7,223,0
15568,758.29,14.307358490566036,3,27,461,70
15569,1375.71,44.377741935483876,5,27,666,228
15570,4148.82,13.005705329153605,12,233,2063,362
15571,650.4300000000001,11.411052631578949,4,47,264,66
15572,2533.42,11.950094339622641,7,166,1213,273
15573,591.1899999999999,6.094742268041236,2,88,355,53
15574,675.64,4.445,4,131,332,194
15576,921.37,21.427209302325583,1,43,394,0
15577,258.88,6.637948717948718,3,39,89,154
15578,127.1,9.776923076923076,1,13,52,0
15579,327.6,6.825,2,45,117,245
15581,3675.77,25.176506849315068,13,134,283,245
15582,682.9100000000001,15.52068181818182,3,39,453,195
15584,720.86,5.908688524590164,4,88,313,138
15585,455.3,14.687096774193549,1,31,320,0
15587,913.68,101.52,4,3,312,301
15589,478.53,16.50103448275862,3,28,243,54
15592,388.58,16.190833333333334,1,24,354,0
15593,199.8,39.96,1,5,60,0
15594,1771.78,17.201747572815535,5,85,983,218
15596,1406.59,18.267402597402597,5,51,561,264
15597,324.57,14.753181818181817,1,22,279,0
15598,240.68,17.19142857142857,1,14,160,0
15599,761.74,14.648846153846154,2,50,718,177
15601,6776.56,16.52819512195122,14,230,4983,361
15602,1297.8700000000001,28.214565217391307,9,31,1137,359
15603,48.480000000000004,24.240000000000002,1,2,96,0
15604,216.39,12.728823529411764,1,17,159,0
15605,1198.23,17.88402985074627,5,61,441,337
15606,2920.16,37.92415584415584,9,48,892,263
15607,104.76,8.05846153846154,1,13,202,0
15608,1093.68,18.228,4,59,714,92
15609,298.48,18.655,1,16,148,0
15610,112.46000000000001,18.743333333333336,1,6,66,0
15611,1591.45,37.01046511627907,13,23,504,325
15612,195.15,32.525,2,4,52,25
15615,10399.74,24.585673758865248,23,187,5508,348
15618,776.851,17.263355555555556,4,39,454,103
15619,336.4,112.13333333333333,1,3,136,0
15620,1553.18,15.5318,3,92,915,301
15621,1293.03,80.814375,4,12,501,17
15622,3709.56,20.051675675675675,9,170,1674,239
15623,301.03,15.843684210526314,1,19,125,0
15624,588.13,17.297941176470587,4,26,357,139
15625,1534.26,23.9728125,4,44,1188,131
15626,675.8,13.791836734693877,2,49,766,254
15628,2870.2400000000002,18.51767741935484,9,85,1894,362
15630,1186.35,19.772499999999997,2,57,800,159
15632,3285.31,19.67251497005988,8,107,2109,259
15634,243.55,16.236666666666668,1,15,99,0
15636,724.76,28.9904,2,21,284,192
15637,223.36,14.890666666666668,1,15,128,0
15639,425.32,17.0128,1,25,323,0
15640,12416.11,26.084264705882354,15,242,6572,367
15641,1887.2,15.858823529411765,4,101,1562,253
15643,664.0,20.12121212121212,3,31,246,90
15644,803.54,3.4635344827586207,4,166,550,94
15645,612.01,11.769423076923077,1,50,256,0
15646,447.64000000000004,12.789714285714288,3,35,394,214
15648,639.5,26.645833333333332,2,23,218,62
15649,816.0,408.0,2,1,192,31
15651,646.3,20.196875,3,27,479,223
15652,337.74,16.082857142857144,1,21,208,0
15653,877.44,146.24,2,4,1200,23
15654,922.53,43.93,2,15,475,16
15655,560.6700000000001,16.49029411764706,1,34,324,0
15656,748.5,15.925531914893616,4,46,343,238
15657,30.0,30.0,1,1,24,0
15658,1024.1000000000001,21.33541666666667,5,40,242,182
15659,306.45,27.85909090909091,1,11,111,0
15660,1600.86,17.787333333333333,9,58,1050,340
15661,309.8,61.96,2,4,236,21
15663,138.14,15.348888888888887,1,9,106,0
15664,386.43,22.731176470588235,1,17,157,0
15665,2222.21,19.323565217391305,2,92,1654,74
15667,301.32,23.178461538461537,1,13,240,0
15668,76.32000000000001,76.32000000000001,1,1,72,0
15669,684.34,20.737575757575758,4,31,342,223
15670,173.05,14.420833333333334,1,12,91,0
15671,2657.13,34.065769230769234,7,52,1699,252
15673,2726.23,19.755289855072466,4,108,1451,238
15674,2446.6,21.46140350877193,5,88,1275,181
15675,323.69,15.413809523809524,3,20,527,198
15676,3435.76,17.00871287128713,3,190,2252,265
15677,657.23,19.916060606060608,1,33,319,0
15678,352.7,29.391666666666666,1,12,184,0
15679,781.28,7.102545454545455,4,98,1170,158
15680,1333.68,17.09846153846154,3,62,952,356
15681,1426.16,26.90867924528302,5,32,816,255
15683,193.75,19.375,1,10,131,0
15687,2993.1,18.030722891566263,9,120,1310,321
15689,254.1,28.233333333333334,2,8,84,241
15690,239.76,12.618947368421052,2,19,408,96
15691,136.8,68.4,1,2,72,0
15692,191.04,15.92,1,12,138,0
15694,6479.4,83.06923076923077,14,42,1677,372
15695,409.98,18.635454545454547,2,22,212,0
15696,2711.11,16.137559523809525,8,141,1015,293
15699,309.65,17.202777777777776,1,18,113,0
15700,696.68,8.10093023255814,2,85,357,1
15701,1529.0,6.647826086956521,4,193,912,108
15703,211.5,42.3,1,5,66,0
15704,2293.62,19.603589743589744,4,79,1028,75
15705,143.1,23.849999999999998,1,6,62,0
15706,1060.56,19.28290909090909,4,50,321,52
15707,916.98,4.473073170731707,4,127,594,51
15708,3235.25,11.8507326007326,7,125,1217,328
15709,133.25,22.208333333333332,1,6,121,0
15712,1072.36,20.23320754716981,5,41,486,278
15713,356.7,18.773684210526316,2,18,150,222
15714,330.03000000000003,9.706764705882353,2,34,186,66
15716,1101.11,9.411196581196581,4,101,738,223
15717,150.3,21.47142857142857,1,7,70,0
15719,5030.07,5.402867883995703,13,307,2718,304
15720,598.73,4.677578125,1,128,281,0
15721,471.40000000000003,5.611904761904762,1,80,388,0
15722,2211.21,33.00313432835821,5,45,1023,254
15723,190.70000000000002,5.018421052631579,1,37,73,0
15724,218.25,19.84090909090909,2,11,73,83
15725,415.25,12.9765625,1,32,221,0
15727,5159.06,17.139734219269105,7,216,3063,342
15729,85.0,17.0,1,5,28,0
15730,1120.88,16.01257142857143,3,68,689,140
15732,294.12,21.00857142857143,2,13,215,159
15733,162.3,16.23,1,10,62,0
15734,1339.45,51.517307692307696,2,25,346,85
15737,1188.12,16.73408450704225,8,60,597,228
15738,4812.42,27.817456647398846,16,48,2982,353
15739,449.12,56.14,1,8,472,0
15740,154.88,17.20888888888889,1,9,152,0
15743,775.96,9.022790697674418,4,59,214,168
15744,34.8,11.6,1,3,120,0
15745,1094.59,17.654677419354837,4,57,421,217
15746,196.88,7.031428571428571,1,28,178,0
15747,946.64,10.518222222222223,3,53,466,160
15748,144.36,7.218000000000001,1,19,50,0
15749,44534.3,4453.43,3,5,18028,97
15750,2463.05,8.464089347079039,8,215,1783,364
15752,2626.6,6.485432098765432,7,236,1960,333
15753,79.2,79.2,1,1,144,0
15754,458.57,16.3775,3,24,199,195
15755,2364.25,16.7677304964539,6,127,1427,284
15756,528.01,2.764450261780105,4,160,241,187
15757,714.42,15.876,2,43,491,152
15758,205.25,22.805555555555557,1,9,47,0
15759,253.04,36.14857142857143,3,5,60,139
15762,583.75,15.777027027027026,2,37,251,12
15763,1086.92,17.818360655737706,2,58,271,45
15764,3279.97,18.222055555555553,6,150,2050,188
15766,315.06,28.64181818181818,1,11,170,0
15768,621.8299999999999,23.03074074074074,3,23,244,110
15769,56252.72,432.7132307692308,26,29,29672,363
15773,635.6800000000001,63.568000000000005,1,10,311,0
15774,270.8,10.832,1,25,87,0
15775,104.9,14.985714285714286,1,7,68,0
15776,241.62,13.423333333333334,1,18,138,0
15777,1047.11,49.862380952380946,4,18,378,120
15780,475.28000000000003,16.38896551724138,3,26,220,174
15781,345.46,17.273,3,20,180,280
15782,2614.74,60.80790697674418,3,34,864,79
15783,246.3,17.592857142857145,1,14,212,0
15785,2328.9700000000003,28.059879518072293,5,60,1612,262
15786,4919.0,18.492481203007518,3,257,3340,68
15787,933.26,4.6663,3,157,534,35
15789,351.3,14.052,1,25,438,0
15790,218.75,6.4338235294117645,1,34,113,0
15791,1612.69,21.502533333333336,2,67,731,160
15793,965.61,80.4675,3,7,553,253
15795,610.01,14.524047619047618,1,42,581,0
15796,2708.61,20.519772727272727,8,70,860,301
15797,2207.4,275.925,4,8,873,206
15799,884.14,9.021836734693878,3,94,955,258
15800,696.89,5.956324786324786,2,116,332,139
15801,1063.95,16.62421875,3,61,570,63
15802,451.42,451.42,1,1,1,0
15803,415.82000000000005,51.977500000000006,1,8,290,0
15804,4206.39,16.05492366412214,13,170,2565,198
15805,5488.18,18.355117056856187,17,221,3367,341
15806,784.58,25.309032258064516,3,24,602,230
15807,903.9,18.83125,3,48,430,26
15808,3651.27,18.72446153846154,4,142,1305,63
15809,515.77,14.736285714285714,5,31,301,266
15810,1391.98,15.640224719101123,4,69,861,218
15811,2218.62,16.681353383458646,6,117,1071,343
15812,1801.14,43.930243902439024,5,37,922,210
15813,1303.9099999999999,32.59775,2,40,603,31
15814,1945.33,27.018472222222222,4,63,1271,33
15815,2100.6,42.86938775510204,5,33,1856,196
15819,1905.45,15.491463414634147,4,96,1357,227
15820,206.98,12.175294117647057,1,17,128,0
15821,570.96,9.209032258064516,2,57,202,17
15822,885.47,26.832424242424242,2,28,375,356
15823,15.0,15.0,1,1,1,0
15825,532.94,26.647000000000002,1,20,220,0
15826,1654.31,24.328088235294118,3,64,963,154
15827,1836.09,15.966,14,73,882,299
15829,636.14,12.473333333333333,2,44,996,41
15830,576.0,14.76923076923077,1,39,415,0
15831,794.64,12.04,3,63,1092,265
15832,836.79,15.49611111111111,1,54,465,0
15834,2225.15,8.271933085501859,4,242,961,206
15835,954.09,19.0818,4,47,439,286
15836,137.37,13.737,1,10,26,0
15837,391.98,16.3325,1,24,189,0
15838,33643.08,201.45556886227547,19,54,18368,356
15839,1048.49,16.911129032258064,3,56,675,114
15840,355.56,13.168888888888889,2,26,396,113
15841,1224.06,26.043829787234042,4,36,942,266
15843,118.95,14.86875,1,8,27,0
15844,130.73999999999998,11.885454545454543,1,11,134,0
15845,3711.77,26.896884057971015,8,98,1926,319
15847,389.27,17.694090909090907,2,22,449,249
15850,234.88,2.525591397849462,2,87,298,148
15852,160.71,7.305000000000001,2,22,48,10
15853,110.8,3.6933333333333334,1,29,135,0
15854,2969.12,21.51536231884058,12,105,926,357
15855,712.24,8.903,5,59,470,126
15856,16143.64,25.706433121019106,27,300,10866,361
15857,297.0,21.214285714285715,1,14,308,0
15858,1427.57,7.59345744680851,5,146,1163,351
15860,965.16,6.943597122302158,8,106,437,327
15861,3146.92,5.82762962962963,8,343,2528,254
15862,832.88,5.665850340136054,4,142,585,365
15863,68.84,3.8244444444444445,2,18,19,167
15864,1936.32,96.816,6,16,1192,293
15865,895.13,22.37825,3,37,368,173
15866,211.89,4.927674418604651,1,43,124,0
15867,3810.14,8.300958605664487,15,304,2052,363
15869,149.64,9.975999999999999,2,13,175,0
15870,351.44,4.749189189189189,1,68,333,0
15872,316.25,2.928240740740741,2,101,187,0
15874,4405.88,36.71566666666667,7,110,2534,220
15877,490.33,3.8915079365079364,2,122,368,16
15880,329.03000000000003,3.4273958333333336,1,95,202,0
15881,501.39,17.289310344827587,5,26,260,52
15882,516.36,22.450434782608696,4,23,276,169
15883,396.48,8.091428571428573,2,42,223,31
15885,379.35,21.075000000000003,3,18,111,216
15886,181.09,15.090833333333334,1,12,147,0
15888,168.31,14.025833333333333,1,11,76,0
15889,420.07,4.942,2,79,206,212
15891,511.68,8.528,1,60,418,0
15894,258.25,6.97972972972973,2,35,164,115
15895,179.17,16.288181818181815,1,11,94,0
15897,208.59,9.481363636363637,2,17,223,0
15898,1383.83,16.474166666666665,5,71,567,367
15899,56.25,14.0625,1,4,39,0
15900,337.28000000000003,7.176170212765958,1,44,216,0
15901,351.73,3.168738738738739,3,102,379,138
15903,5126.76,69.28054054054054,7,46,2410,285
15904,164.68,5.489333333333334,1,30,84,0
15906,1567.69,10.451266666666667,7,114,544,235
15907,882.72,3.905840707964602,3,176,478,206
15909,191.94,27.419999999999998,1,7,98,0
15910,1228.88,4.6198496240601505,8,216,1013,315
15912,264.62,13.927368421052632,2,19,185,54
15916,1502.8600000000001,9.95271523178808,8,124,752,350
15917,123.1,10.258333333333333,1,12,42,0
15918,334.23,8.35575,2,33,153,80
15919,525.69,4.308934426229508,2,104,385,349
15920,167.5,2.7916666666666665,4,53,99,0
15921,323.03000000000003,13.459583333333335,1,24,162,0
15922,369.5,33.59090909090909,1,11,138,0
15923,127.08,6.051428571428572,1,21,122,0
15925,207.15,17.2625,1,12,93,0
15930,426.63,20.315714285714286,1,21,139,0
15932,2495.87,21.703217391304346,8,92,2325,285
15933,1107.46,14.965675675675676,3,63,885,65
15935,416.86,34.73833333333334,2,12,115,2
15937,145.35,20.764285714285712,1,7,73,0
15938,404.58000000000004,22.47666666666667,5,13,240,211
15939,6115.01,80.46065789473684,15,29,4728,241
15940,35.8,35.8,1,1,4,0
15942,337.44,24.102857142857143,1,14,232,0
15944,325.1,54.18333333333334,1,6,50,0
15945,181.0,90.5,1,2,52,0
15947,1708.24,58.9048275862069,1,29,898,0
15948,955.24,15.920666666666667,2,51,567,35
15949,364.72,19.19578947368421,2,12,284,54
15950,1744.71,17.986701030927836,4,87,719,327
15951,708.22,17.273658536585366,2,36,313,276
15952,781.91,9.30845238095238,4,66,391,191
15953,1657.28,17.085360824742267,8,63,891,354
15955,4416.26,24.13256830601093,14,137,2135,348
15957,428.89,10.211666666666666,1,40,211,0
15958,104.35,14.907142857142857,1,7,33,0
15963,470.76,16.812857142857144,2,26,298,25
15965,808.87,7.287117117117117,4,89,434,350
15967,397.68,4.971,2,73,205,295
15969,666.1,33.305,3,20,124,182
15970,314.09999999999997,28.55454545454545,1,11,116,0
15971,4199.85,119.9957142857143,12,10,1717,293
15973,307.82000000000005,76.95500000000001,1,4,106,0
15974,3442.15,19.557670454545455,7,141,2262,249
15975,371.01,15.45875,1,24,243,0
15976,427.64,4.454583333333333,2,83,275,54
15977,1054.73,16.226615384615386,2,48,1016,21
15978,1098.78,22.42408163265306,1,49,888,0
15980,2398.86,55.78744186046512,3,40,1560,165
15981,3408.48,35.13896907216495,8,56,1866,286
15983,1465.12,13.081428571428571,4,82,886,351
15984,2780.63,10.777635658914729,10,218,1815,365
15985,1142.42,30.876216216216218,2,29,1086,113
15986,168.11999999999998,12.008571428571427,1,14,268,0
15987,1432.77,11.193515625,7,110,1533,356
15988,156.78,6.03,1,26,180,0
15990,792.11,15.232884615384616,2,52,443,243
15992,41.989999999999995,13.996666666666664,1,3,17,0
15993,2777.67,5.115414364640884,7,335,2037,35
15994,414.27,12.9459375,1,31,173,0
15996,1032.58,8.130551181102362,6,103,380,277
15998,3080.22,6.111547619047618,5,373,2032,325
16000,12393.7,1377.0777777777778,3,9,5110,0
16003,2735.37,26.556990291262135,5,82,1185,329
16005,578.71,2.8791542288557217,4,173,280,258
16006,101.4,12.675,1,8,84,0
16007,1693.81,4.445695538057743,4,224,1388,167
16008,478.78,14.508484848484848,3,29,323,180
16009,972.11,11.855,4,68,366,137
16010,392.4,4.9670886075949365,3,61,202,116
16011,3352.96,15.966476190476191,16,100,2035,357
16012,1415.29,15.05627659574468,3,87,799,119
16013,37130.6,267.126618705036,47,31,15536,367
16014,646.83,4.687173913043479,3,123,258,253
16015,704.55,3.892541436464088,3,146,907,45
16016,1465.51,6.542455357142857,8,157,602,363
16017,211.88,6.62125,1,26,102,0
16018,408.9,14.603571428571428,2,26,190,141
16019,3786.24,23.663999999999998,9,134,1733,317
16020,851.01,18.500217391304346,3,42,487,48
16022,602.63,8.48774647887324,1,68,255,0
16023,719.8100000000001,7.126831683168318,3,90,358,220
16024,251.03,3.9846031746031745,1,61,397,0
16025,439.65999999999997,15.702142857142857,1,28,338,0
16026,236.09,7.3778125,1,30,243,0
16027,934.62,58.41375,6,11,1147,210
16029,80850.84,335.4806639004149,63,45,40108,335
16030,331.24,11.422068965517242,1,28,283,0
16031,547.9,5.590816326530612,2,91,421,154
16033,8778.82,7.782641843971631,20,540,3529,364
16034,437.7,19.895454545454545,3,18,242,136
16036,758.9200000000001,13.798545454545456,2,55,716,176
16037,855.02,21.923589743589744,3,37,428,88
16038,471.78,18.145384615384614,3,24,244,194
16040,1313.55,20.20846153846154,3,57,684,203
16041,3166.4,527.7333333333333,3,6,1584,110
16042,1177.47,16.821,5,68,743,310
16043,773.99,19.845897435897434,4,30,503,280
16045,1340.7,16.15301204819277,4,71,897,170
16048,256.44,32.055,2,8,144,0
16049,1074.81,3.5946822742474915,3,248,763,34
16050,137.9,13.790000000000001,1,10,278,0
16052,362.06,10.648823529411764,1,34,282,0
16053,1511.95,17.999404761904763,2,81,1793,89
16054,783.9,11.198571428571428,1,70,380,0
16055,134.8,16.85,1,8,22,0
16056,650.75,9.859848484848484,1,66,345,0
16057,2263.12,18.703471074380165,7,109,863,268
16059,1453.16,8.163820224719101,6,126,641,301
16062,1153.62,18.0253125,4,51,800,355
16063,335.32,14.57913043478261,1,23,262,0
16065,367.14,5.02931506849315,1,71,228,0
16066,1521.04,15.059801980198019,5,77,935,107
16070,852.15,25.82272727272727,2,32,457,9
16071,326.24,15.535238095238096,1,21,180,0
16072,584.3199999999999,25.405217391304344,1,23,140,0
16073,122.4,122.4,1,1,48,0
16076,2234.73,17.323488372093024,10,71,1435,205
16078,79.2,79.2,1,1,16,0
16079,1352.0,64.38095238095238,3,18,864,23
16080,217.16,21.716,2,10,128,192
16081,2799.42,12.553452914798207,5,176,1473,310
16083,1317.62,42.50387096774193,2,31,908,259
16084,436.18,11.47842105263158,1,38,216,0
16085,981.51,5.877305389221557,5,123,636,297
16086,1121.39,28.753589743589746,5,24,511,307
16091,315.06,17.503333333333334,2,16,154,43
16092,817.86,16.036470588235293,3,37,628,139
16093,17.0,17.0,1,1,20,0
16094,1078.23,17.114761904761906,4,48,647,207
16096,320.62,26.718333333333334,1,12,155,0
